PalletteId;SkillId
1;12343
2;12417
3;12371
4;12337
5;12639
7;12373
8;12338
9;12318
11;12319
12;12320
13;12387
14;12323
16;12389
17;12325
20;12391
21;12440
22;12399
23;12447
25;12450
27;12476
28;12453
29;12401
30;12456
31;12403
32;5813
33;12339
34;12340
35;12469
36;12407
37;12457
47;12477
50;12475
51;69212
53;71841
89;31496
90;12482
102;12504
103;12621
107;12508
111;37873
120;12483
121;31914
122;5531
124;12380
140;35304
152;12385
154;12542
161;12489
180;34309
181;12492
182;12493
183;12632
184;12494
185;12495
186;12496
187;12631
188;12497
189;12498
190;12499
191;12537
192;12580
193;12501
194;12502
201;5719
210;12360
237;12516
251;10586
262;5721
265;12552
272;15863
287;5603
293;12530
321;5623
323;5732
324;12361
337;12362
338;12363
349;12367
369;12324
377;10632
379;14490
402;5929
406;12550
407;12569
421;12633
427;12500
428;12491
456;12344
457;12346
458;10800
468;10375
554;1110
555;1162
559;1118
563;1123
564;1125
568;1129
570;1131
579;1139
580;1141
583;1148
603;1115
2876;12656
2877;12658
2881;12691
2882;12689
2883;12685
2884;12690
2887;12695
2888;12703
2889;12679
2890;12674
2891;12680
2892;12681
2894;12757
2895;12664
2896;12697
2897;12699
2898;12700
2899;12709
2900;12708
2902;12711
2903;12712
2904;12713
2905;12714
2906;12715
2907;12716
2908;12717
2909;12718
2910;12721
2911;12722
2912;12723
2913;12730
2914;12731
2915;12729
2917;12754
2918;12755
2919;12756
2920;12732
2923;12744
2926;12748
2927;12749
2966;10586
3310;16427
3822;20975
3877;21773
4776;30238
4788;31677
4792;31582
4821;31322
4827;30032
4838;31746
4873;31407
4919;31451
4922;31568
4928;31639
4940;31459
4944;31367
4952;34070
4963;31438
5613;40729
5619;44626
5626;40588
5628;43375
5631;43375
5638;45797
5648;40729
5650;45797
5652;40588
5662;40588
5665;44980
5678;45717
5684;45970
5686;43375
5687;40588
5699;43636
5707;40588
5720;45797
5722;43375
5723;40729
5728;40729
5735;45797
5737;40588
5751;44626
5767;44626
5771;43375
5775;40729
5777;43375
5779;44626
5781;43375
5782;40729
5784;43375
5785;43375
5793;45797
5800;43375
5815;45797
5817;40729
5824;42963
5838;43375
5842;44626
5846;43375
5848;40729
5852;45797
5858;40729
5859;42180
5862;40588
5865;40498
5866;44626
5870;40588
5872;40588
5882;45789
5884;43375
5889;45142
5901;40588
5907;40588
5910;40729
5912;40729
5914;43375
5918;40729
5923;40588
5934;44948
5942;41156
5944;44626
5962;40588
5982;43375
6913;63157
6916;63130
6927;63163
6931;63195
6932;63319
6937;63256
6949;45797
6967;44626
7021;65109
7043;44626
7049;40729
7065;63716
7072;66622
7118;65418
7216;43375
7312;71002
7332;71688
7333;40729
7353;40588
7356;72843
7387;40729
7420;74314
7453;40588
7461;75783
7508;77271
7515;76979
7516;76757
7518;77174
7540;77211
7541;76619
7555;77264
7628;43375
7650;78873
